"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","ad_purpose_codes","ad_purpose_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"36107","1","Chinese embassy donates 15 computers to Tanzania","","start-actual","","end-actual","China","CHN","Tanzania","TZA","110","Education","","","Completion"," "," ","",""
"36118","1","China Aids Bolivian Armed Forces with $8 Million USD","","start-actual","","end-actual","China","CHN","Bolivia","BOL","150","Government and Civil Society","","","Implementation","2013","2013","8136953.736",""
"36121","1","China Donates $4.5 Million USD to Install 500 Surveillance Cameras to Bolivia","","start-actual","","end-actual","China","CHN","Bolivia","BOL","150","Government and Civil Society","","","Implementation","2013","2013","4577036.477",""
"36125","1","China loans Bolivia USD200M for misc. investments","","start-actual","","end-actual","China","CHN","Bolivia","BOL","998","Unallocated / Unspecified","","","Implementation","2012","2012","211883317.1",""
"36176","1","China donates 63 vehicles to Peru for 16th APEC summit","","start-actual","2008-11-14","end-actual","China","CHN","Peru","PER","210","Transport and Storage","","","Completion","2008","2008","",""
"36216","1","China International Water and Electric Corp. implement Isimba hydropower plant","","start-actual","","end-actual","China","CHN","Uganda","UGA","230","Energy Generation and Supply","","","Implementation","2014","2014","482500000.0",""
"36217","1","China to fund $620m Tororo mining project","","start-actual","","end-actual","China","CHN","Uganda","UGA","230","Energy Generation and Supply","","","Implementation","2014","2014","620000000.0",""
"36258","1","China donates $4.7 million to Peru for development projects","","start-actual","","end-actual","China","CHN","Peru","PER","160","Other Social Infrastructure and Services","","","Implementation","2012","2012","5034984.302",""
"36267","1","China Loans $80 Million to Bolivia for Airplanes ","","start-actual","","end-actual","China","CHN","Bolivia","BOL","210","Transport and Storage","","","Implementation","2014","2014","80000000.0",""
"36269","1","China Donates Up to $10 Million USD for New Earth Station in Bolivia","","start-actual","","end-actual","China","CHN","Bolivia","BOL","150","Government and Civil Society","","","Implementation","2014","2014","10000000.0",""
"36270","1","China Will Build Bolivia's Second Satellite","","start-actual","","end-actual","China","CHN","Bolivia","BOL","220","Communications","","","Pipeline/identification","2014","2014","295000000.0",""
"36320","1","16th Chinese medical team","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","120","Health","","","Implementation"," "," ","",""
"36321","1","15th Chinese medical team","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","120","Health","","","Completion"," "," ","",""
"36333","1","14th Chinese medical team","","start-actual","","end-actual","China","CHN","Congo, Dem. Rep.","COD","120","Health","","","Completion"," "," ","",""
"36347","1","Chinese Communist Party donates computers to APRA in Peru","","start-actual","","end-actual","China","CHN","Peru","PER","220","Communications","","","Completion","2008","2008","33645.44373",""
"36351","1","China to grant assistance worth $3.07 million for Peruvian education, culture and health sectors","","start-actual","","end-actual","China","CHN","Peru","PER","430","Other","","","Implementation","2014","2014","3255508.239",""
"36352","1","China Development Bank extends loan of 30 million USD to Interbank in Peru","","start-actual","","end-actual","China","CHN","Peru","PER","240","Banking and Financial Services","","","Completion","2011","2011","33311601.67",""
"36353","1","China and Russia provide aid to victims of flooding in Colombia","","start-actual","","end-actual","China","CHN","Colombia","COL","720","Emergency Response","","","Completion","2010","2010","251630.139",""
"36363","1","China Development Bank lends $150 million to Peru's Banco de Credito (possible linked to project #36352)","","start-actual","","end-actual","China","CHN","Peru","PER","240","Banking and Financial Services","","","Implementation","2011","2011","166558008.3",""
"36364","1","China Development Bank lends $50 million to BBVA Banco Continental in Peru","","start-actual","","end-actual","China","CHN","Peru","PER","240","Banking and Financial Services","","","Pipeline/identification","2011","2011","55519336.12",""
"36417","1","China donates equipment worth S/. 240,000 to fight yellow rust","","start-actual","","end-actual","China","CHN","Peru","PER","310","Agriculture, Forestry, Fishing","","","Completion","2014","2014","84535.49446",""
"36419","1","China donates 70 million RMB to Peru under economic cooperation agreement","","start-actual","","end-actual","China","CHN","Peru","PER","998","Unallocated / Unspecified","","","Pipeline/identification","2014","2014","11394278.83",""
"36420","1","China provides $50 million loan through IDB for Peruvian subway line","","start-actual","","end-actual","China","CHN","Peru","PER","210","Transport and Storage","","","Completion","2014","2014","50000000.0",""
"36653","1","China Development Bank Funds $3.859m for Technical Study of Magdalena River (Linked to Project ID #34923)","","start-actual","","end-actual","China","CHN","Colombia","COL","230","Energy Generation and Supply","","","Completion","2009","2009","5238928.878",""
"36960","1","UJTL and Chinese University signed agreement to open Confucius Institute","","start-actual","","end-actual","China","CHN","Colombia","COL","110","Education","","","Completion"," "," ","",""
"37029","1","Confucius Institute founded in Universidad de los Andes","","start-actual","","end-actual","China","CHN","Colombia","COL","110","Education","","","Completion"," "," ","",""
"37034","1","Chinese Embassy in Colombia Donates DVDs","","start-actual","","end-actual","China","CHN","Colombia","COL","110","Education","","","Completion"," "," ","",""
"37043","1","Chinese Embassy donates art supplies","","start-actual","","end-actual","China","CHN","Colombia","COL","110","Education","","","Completion"," "," ","",""
"37095","1","China Embassy of Colombia Donated Computers to the first lady of Colombia's Public Service in Presidential Palace","","start-actual","","end-actual","China","CHN","Colombia","COL","110","Education","","","Completion"," "," ","",""
"37098","1","China Embassy Donates Computers to Ministry of Foreign Affairs","2011-08-17","start-actual","2011-08-17","end-actual","China","CHN","Colombia","COL","150","Government and Civil Society","","","Completion","2011","2011","",""
"37105","1","China Embassy Donates Office Supplies to Colombian Charitable Organization","2010-11-18","start-actual","2010-11-18","end-actual","China","CHN","Colombia","COL","160","Other Social Infrastructure and Services","","","Completion","2010","2010","",""
"37145","1","Chinese Embassy Donates Test Equipment for Shipping Containers","","start-actual","","end-actual","China","CHN","Colombia","COL","150","Government and Civil Society","","","Completion"," "," ","",""
"37190","1","Two MoUs with Cultural and Academic Institutions in Shanghai","","start-actual","","end-actual","China","CHN","Colombia","COL","430","Other","","","Pipeline/identification"," "," ","",""
"37289","1","China funds 350 million USD for Construction of Metro Lines (Linked to #35985)","","start-actual","","end-actual","China","CHN","Venezuela","VEN","210","Transport and Storage","","","Implementation","2008","2008","482793249.8",""
"37290","1","Renovation of Public Roads and Agricultural Routes (Linked to #35985)","","start-actual","","end-actual","China","CHN","Venezuela","VEN","210","Transport and Storage","","","Implementation","2008","2008","215187848.5",""
"37408","1","China and Bolivia Signed the Exchange of Notes Concerning the Establishment of the Spot Exchange Project of $300,000 in Cash","","start-actual","","end-actual","China","CHN","Bolivia","BOL","720","Emergency Response","","","Completion","2009","2009","407276.1501",""
"37409","1","China and Bolivia Signed the Exchange of Notes Concerning the Construction of Office Buildings for Bolivia's Department of Finance","","start-actual","","end-actual","China","CHN","Bolivia","BOL","150","Government and Civil Society","","","Implementation"," "," ","",""
"37415","1","China and Bolivia Signed the Exchange of Notes Concerning the Elementary Schools Construction Project in Orinoco Areas of Bolivia","","start-actual","","end-actual","China","CHN","Bolivia","BOL","110","Education","","","Completion"," "," ","",""
"37442","1","ZTE and Venezuela's Movilnet establish joint venture for cell phone factory in Falcon state for 19.5 million USD [Linked to #35985 and #37330]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","220","Communications","","","Implementation"," "," ","",""
"37443","1","Joint Venture for Home Appliance Assembly Plant","","start-actual","","end-actual","China","CHN","Venezuela","VEN","250","Business and Other Services","","","Completion"," "," ","",""
"37471","1","China gives Peru ten thousand mountain bikes to raise Peru teenagers' interest in sports","","start-actual","","end-actual","China","CHN","Peru","PER","110","Education","","","Implementation","2009","2009","701872.5654",""
"37476","1"," The Governments of China and Bolivia signed Debt Relief Protocol ","","start-actual","","end-actual","China","CHN","Bolivia","BOL","600","Action Relating to Debt","","","Completion"," "," ","",""
"37478","1","Loan for Supplies for the Tinaco-Anaco Rail Line Construction [Linked to #37950, #35881]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","210","Transport and Storage","","","Implementation","2009","2009","381556.0902",""
"37480","1","China and Bolivia Sign Mining Cooperation Agreements","","start-actual","","end-actual","China","CHN","Bolivia","BOL","320","Industry, Mining, Construction","","","Implementation"," "," ","",""
"37481","1","China gives Peru-China Cultural Center","","start-actual","","end-actual","China","CHN","Peru","PER","530","Other Commodity Assistance","","","Completion"," "," ","",""
"37482","1","China signs contract with Peru to assist Lo Asisa Hospital expansion","2009-12-28","start-actual","2011-03-28","end-actual","China","CHN","Peru","PER","120","Health","","","Completion","2009","2011","",""
"37496","1","China-Venezuela fund invests 300 million USD for plant construction facilitated by Pequiven ","","start-actual","","end-actual","China","CHN","Venezuela","VEN","320","Industry, Mining, Construction","","","Implementation","2009","2009","407276150.1",""
"37518","1","China Minmetals Resources Co. contributes 4.38 billion to the acquisition of the copper project in Lula Hobsbawm Bath, Peru [Linked to ID#37520, ID#37522]","","start-actual","","end-actual","China","CHN","Peru","PER","250","Business and Other Services","","","Completion","2014","2014","4378125000.0",""
"37519","1","Support to Aluminum, Iron, and Steel Companies [Linked to #37330]","","start-actual","","end-actual","China","CHN","Venezuela","VEN","320","Industry, Mining, Construction","","","Pipeline/identification"," "," ","",""
"37523","1","1 billion USD for renovation and support of Corpoelec","","start-actual","","end-actual","China","CHN","Venezuela","VEN","230","Energy Generation and Supply","","","Implementation"," "," ","",""
