all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,year,project_title,recipient_condensed,round_coded,aid_amount,predicted_by_modeling,aid_in_millions
Yemen,"Industry, Mining, Construction",Loan (excluding debt rescheduling),Vague (Official Finance),"Export-Import Bank of China, Government Agency",Development,unknown,14.91732,43.19279,Al Hudaydah,2008,China provided $59231170 USD loans for Bajal Cement factory(linked to project #41172),Yemen,AdditionalCoded,81674636,FALSE,81.674636
Yemen,Health,Loan (excluding debt rescheduling),Vague (Official Finance),"Unspecified Chinese Government Institution, Government Agency",Development,Sanaa,15.24928,44.25233,48 Model Hospital,2010,"China funds $8m USD loan for 48th hospital in Sanaa, Yemen",Yemen,AdditionalCoded,10061585,FALSE,10.061585
Yemen,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Saada province,17.0634,43.91488,Şa‘dah,2009,"China provides 5m Chinese Yuan for relief assistance to displaced Yemenis in Saada province (linked to projects #41183, #41184)",Yemen,AdditionalCoded,993278,FALSE,0.993278
Yemen,Unallocated / Unspecified,Loan (excluding debt rescheduling),ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Yemen,2014,China provides $16m interest-free loan for developmental projects in Yemen (linked to project #41201),Yemen,AdditionalCoded,16000000,FALSE,16
Palestinian Adm. Areas,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Palestine,2000,China provides 3m Chinese Yuan in emergency humanitarian aid,Palestinian Adm. Areas,AdditionalCoded,840906,FALSE,0.840906
Palestinian Adm. Areas,Unallocated / Unspecified,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Palestine,2001,China gives $1m US Dollar aid in cash for unspecified project ,Palestinian Adm. Areas,AdditionalCoded,2273491,FALSE,2.273491
Palestinian Adm. Areas,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,31.41667,34.33333,Gaza Strip,2008,China grants PNA 1 million USD for humanitarian aid in Gaza Strip,Palestinian Adm. Areas,AdditionalCoded,1378913,FALSE,1.378913
Jordan,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,32.33333,37.91667,Mafraq,2009,China grants USD15m to Jordan for implementation of low income housing project,Jordan,AdditionalCoded,20356482,FALSE,20.356482
United Arab Emirates,Water Supply and Sanitation,Loan (excluding debt rescheduling),OOF-like,"Bank of China (BOC), State-Owned Company",Mixed,unknown,0,0,United Arab Emirates,2012,Bank of China funds $30 million to UAE-based Metito for water treatment projects,United Arab Emirates,AdditionalCoded,31771063,FALSE,31.771063
Jordan,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,32.29312,36.32796,Zaatari Refugee Camp,2013,"China grants Jordan USD200K for assistance to Syrian refugees (Linked to #41256, #41523)",Jordan,AdditionalCoded,203351,FALSE,0.203351
Syria,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Syria,2012,China granted Syria 2 million USD for humanitarian aid,Syria,AdditionalCoded,2118071,FALSE,2.118071
Syria,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Syria,2014,China grants Syria 20 million RMB for humanitarian aid,Syria,AdditionalCoded,3255508,FALSE,3.255508
Iraq,Action Relating to Debt,Debt forgiveness,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Iraq,2010,China forgave $6.8 billion USD Iraqi debt (linked to #41363),Iraq,AdditionalCoded,8552347,FALSE,8.552347
Turkey,Transport and Storage,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Ankara-Istanbul,40.74012,30.00556,Köseköy,2007,China loans $720m for high-speed Ankara-Istanbuyl railway in Turkey,Turkey,AdditionalCoded,1171822962,FALSE,1171.822962
Turkey,Transport and Storage,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Ankara-Istanbul,39.91987,32.85427,Ankara,2007,China loans $720m for high-speed Ankara-Istanbuyl railway in Turkey,Turkey,AdditionalCoded,1171822962,FALSE,1171.822962
Turkey,Transport and Storage,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Ankara-Istanbul,39.77667,30.52056,Eskişehir,2007,China loans $720m for high-speed Ankara-Istanbuyl railway in Turkey,Turkey,AdditionalCoded,1171822962,FALSE,1171.822962
Turkey,Transport and Storage,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Ankara-Istanbul,41.01384,28.94966,Istanbul,2007,China loans $720m for high-speed Ankara-Istanbuyl railway in Turkey,Turkey,AdditionalCoded,1171822962,FALSE,1171.822962
Turkey,Transport and Storage,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Ankara-Istanbul,40.35722,30.01417,Osmaneli,2007,China loans $720m for high-speed Ankara-Istanbuyl railway in Turkey,Turkey,AdditionalCoded,1171822962,FALSE,1171.822962
Turkey,Transport and Storage,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Ankara-Istanbul,39.57715,32.14132,Polatlı,2007,China loans $720m for high-speed Ankara-Istanbuyl railway in Turkey,Turkey,AdditionalCoded,1171822962,FALSE,1171.822962
Turkey,Transport and Storage,Export credits,OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Ankara-Istanbul,40.80276,29.43068,Gebze,2007,China loans $720m for high-speed Ankara-Istanbuyl railway in Turkey,Turkey,AdditionalCoded,1171822962,FALSE,1171.822962
Malawi,Communications,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-13.96692,33.78725,Lilongwe,2013,China donates 20 computers to Malawi's Department of Immigration,Malawi,EcologicallySensitive,77919,FALSE,0.077919
Jordan,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Jordan,2012,"China Provided a 15 Million USD Urgent Grant to Jordan to Assist Its Humanitarian Role Towards Syrian Refugees (Linked to #41257, #41256)",Jordan,AdditionalCoded,15885532,FALSE,15.885532
"Congo, Rep.",Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Congo,2014,China gave 400 million XAF to Congo to prevent Ebola,"Congo, Rep.",AdditionalCoded,815000,FALSE,0.815
Senegal,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,14.75421,-17.37598,Centre Hospitalier National de PIKINE,2014,Chinese medical team grants Senegalese hospital medical equipment 30 thousand USD,Senegal,AdditionalCoded,30000,FALSE,0.03
Namibia,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Namibia,2014,China's Zhejiang province donates three ambulances and medical equipments to Namibia,Namibia,AdditionalCoded,194439,FALSE,0.194439
Zambia,Other Social infrastructure and services,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,0,0,Zambia,2014,"China grants sports equipments worth 23,593 Zambian Kwacha to Zambia Table Tennis Association",Zambia,AdditionalCoded,3835,FALSE,0.003835
Liberia,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Liberia,2014,China commits 1 million RMB cash and medical supplies to Liberia to fight ebola,Liberia,AdditionalCoded,162775,FALSE,0.162775
Liberia,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Liberia,2014,"China grants $20,000 USD in cash for Ebola response",Liberia,AdditionalCoded,20000,FALSE,0.02
Liberia,Developmental Food Aid/Food Security Assistance,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Liberia,2014,China commits 2 million USD to WFP for food assistance to Liberia,Liberia,AdditionalCoded,2000000,FALSE,2
Liberia,Emergency Response,Grant,ODA-like,"China Development Bank (CDB), Government Agency",Development,unknown,0,0,Liberia,2014,"CDB grants 150,000 USD for Ebola assistance",Liberia,AdditionalCoded,150000,FALSE,0.15
Liberia,Emergency Response,Grant,ODA-like,"People's Liberation Army of China, Government Agency",Development,unknown,6.27304,-10.71342,SKD Community,2014,PLA Medical Team donates anti-Ebola materials to SKD Community,Liberia,AdditionalCoded,40000,FALSE,0.04
Liberia,Emergency Response,Grant,ODA-like,"People's Liberation Army of China, Government Agency",Development,unknown,6.293,-10.69087,Red Light Market,2014,PLA Medical Team donates anti-Ebola materials to SKD Community,Liberia,AdditionalCoded,40000,FALSE,0.04
Chad,Energy Generation and Supply,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,Chad,2013,China donates 6180 solar kits to Chad,Chad,AdditionalCoded,3050260,FALSE,3.05026
South Sudan,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0,0,South Sudan,2014,China grants 200 thousand US for humanitarian aid for displaced South Sudanese,South Sudan,AdditionalCoded,200000,FALSE,0.2
Namibia,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-22.55941,17.08323,Windhoek,2014,China donates $800 million Namibian dollars for road project in Namibia,Namibia,AdditionalCoded,73714677,FALSE,73.714677
Namibia,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-22.48306,17.46672,Hosea Kutako International Airport,2014,China donates $800 million Namibian dollars for road project in Namibia,Namibia,AdditionalCoded,73714677,FALSE,73.714677
Namibia,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-22.56472,17.11528,Ludwigsdorf,2014,China donates $800 million Namibian dollars for road project in Namibia,Namibia,AdditionalCoded,73714677,FALSE,73.714677
Namibia,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-22.55596,17.21719,Finkenstein Village,2014,China donates $800 million Namibian dollars for road project in Namibia,Namibia,AdditionalCoded,73714677,FALSE,73.714677
Namibia,Transport and Storage,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-22.54793,17.25826,Kapps Farm,2014,China donates $800 million Namibian dollars for road project in Namibia,Namibia,AdditionalCoded,73714677,FALSE,73.714677
Namibia,Other Social infrastructure and services,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-24.49409,17.86285,Hardap Inland Aquaculture Center,2014,China donates N$50 million to Hardap Inland Aquaculture Centre in Namibia,Namibia,AdditionalCoded,4607167,FALSE,4.607167
Zimbabwe,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-17.83031,31.05176,Net One Corporatoin Office,2014,China Exim Bank loans Zimbabwe $218m for telecom network upgrade,Zimbabwe,AdditionalCoded,218000000,FALSE,218
Zimbabwe,Health,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-17.81202,31.04274,Parirenyatwa Hospital,2014,China Exim Bank loans Zimbabwe 89 million USD to retool healthcare equipment,Zimbabwe,AdditionalCoded,89000000,FALSE,89
Zimbabwe,Health,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-20.12694,28.57,Mpilo Hospital,2014,China Exim Bank loans Zimbabwe 89 million USD to retool healthcare equipment,Zimbabwe,AdditionalCoded,89000000,FALSE,89
Zimbabwe,Health,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-18.01738,31.06288,Chitungwiza Hospital,2014,China Exim Bank loans Zimbabwe 89 million USD to retool healthcare equipment,Zimbabwe,AdditionalCoded,89000000,FALSE,89
Zimbabwe,Health,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-20.16639,28.61694,Bulawayo Central Hospital,2014,China Exim Bank loans Zimbabwe 89 million USD to retool healthcare equipment,Zimbabwe,AdditionalCoded,89000000,FALSE,89
Zimbabwe,Health,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-17.85999,31.01269,Harare Central Hospital,2014,China Exim Bank loans Zimbabwe 89 million USD to retool healthcare equipment,Zimbabwe,AdditionalCoded,89000000,FALSE,89
Zimbabwe,Health,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0,0,Zimbabwe,2014,China Exim Bank loans Zimbabwe 89 million USD to retool healthcare equipment,Zimbabwe,AdditionalCoded,89000000,FALSE,89
Zimbabwe,Energy Generation and Supply,Loan (excluding debt rescheduling),OOF-like,"Export-Import Bank of China, Government Agency",Mixed,Kariba,-16.52205,28.76165,Kariba Dam,2014,China Exim Bank loans Zimbabwe 319 million USD for Kariba power plant expansion,Zimbabwe,AdditionalCoded,319000000,FALSE,319
Zimbabwe,Emergency Response,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-20.6,31.4,Masvingo Province,2014,China donates 500 thousand USD for flood victims in Zimbabwe,Zimbabwe,AdditionalCoded,500000,FALSE,0.5
Zimbabwe,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-17.82651,31.04897,Munhumutapa Building,2014,China donates office equipment worth 30 thousand USD to Zimbabwe,Zimbabwe,AdditionalCoded,30000,FALSE,0.03
South Africa,"Industry, Mining, Construction",Loan (excluding debt rescheduling),OOF-like,"China Development Bank (CDB), Government Agency",Commercial,Rustenburg,-25.38111,27.07722,Bakubung Mine,2011,China Development Bank loans South Africa $650 million to construct platinum plant,South Africa,AdditionalCoded,721491762,FALSE,721.491762
Turkey,Communications,Export credits,OOF-like,"China Development Bank (CDB), Government Agency",Mixed,unknown,41.06384,29.00151,Turk Telekom International Telecommunication Industry and Trade Limited Company,2012,China Development Bank loans 200 million USD to Turk Telekom for purchase of Huawei products (Linked to #41609),Turkey,AdditionalCoded,211807087,FALSE,211.807087
