all_recipients,crs_sector_name,flow,flow_class,funding_agency,intent,location_details,latitude,longitude,place_name,year,project_title,recipient_condensed,round_coded,aid_amount,predicted_by_modeling
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-5.10361,30.39111,Uvinza,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-7.8,30.78333,Nkansi,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-9.76667,37.93333,Liwale,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-9.58333,33.85,Kyela,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.58639,30.72028,Kibondo,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-4.57667,30.1025,Kasulu,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-3.2827800000000003,30.964170000000006,Kakonko,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.29964,30.65758,Kalambu,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-11.06667,37.35,Tunduru,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-10.3725,38.76251,Nachingwea,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-10.75,35.36667,Mbinga,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-5.01622,32.82663,Tabora,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-7.96667,31.616670000000006,Sumbawanga,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-8.9,33.45,Mbeya,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-4.87694,29.62667,Kigoma,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.82349,39.26951,Dar es Salaam,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-10.68333,35.65,Songea,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-10.26667,40.18333,Mtwara,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-9.99709,39.71649,Lindi,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-5.02,32.83,Tabora District,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-8.18604,31.939,Sumbawanga Rural,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-9.2355,33.69034,Rungwe District Council,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-8.94565,32.92613,Mbozi District Council,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-8.96167,33.356590000000004,Mbeya District Council,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-9.03945,39.04456,Kilwa District Council,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-4.6903,29.71143,Kigoma District Council,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-6.91805,39.16254,Ilala District,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-9.41667,33.33333,Ileje District Council,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-7.7678,33.16417,Chunya District Council,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-8.85,33.85,Mbarali district,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-9.68333,39.55,Lindi Rural,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-10.06667,38.93333,Ruangwa,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-10.46642,36.13008,Namtumbo,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-10.39061,35.40004000000001,Songea District Council,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-10.47941,39.98807,Mtwara District Council,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,-10.0,39.33333,Lindi Urban,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Communications,Loan (excluding debt rescheduling),ODA-like,"Export-Import Bank of China, Government Agency",Development,unknown,0.0,0.0,Tanzania,2010,"EXIM Bank Loans 700 Million CNY for National ICT Broad Infrastructure Project Phase 2 (Linked Project ID: #23142, #30603, #680) ",Tanzania,EcologicallySensitive,130037471.0,False
Tanzania,Other Multisector,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,-6.82349,39.26951,Dar es Salaam,2010,Chinese Embassy Donates Equipment Worth 260 Million TZS to Tanzania State House,Tanzania,EcologicallySensitive,232036.0,False
Malawi,"Agriculture, Forestry and Fishing",Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Malawi,2009,China Donates Fertilizer to Malawi,Malawi,EcologicallySensitive,1357099.0,False
Malawi,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Malawi,2009,Furniture and Vehicle Donation to Foreign Ministry,Malawi,EcologicallySensitive,407130.0,False
Uganda,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Kampala,0.31628,32.582190000000004,Kampala,2006,Mulago hospital donation,Uganda,EcologicallySensitive,183941.0,False
Uganda,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Kampala,0.35,32.58333,Mulago,2006,Mulago hospital donation,Uganda,EcologicallySensitive,183941.0,False
Uganda,Health,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,Naguru,0.31628,32.582190000000004,Kampala,2008,Construction of China Uganda Friendship Hospital worth 6 million USD,Uganda,EcologicallySensitive,8273479.0,False
Central African Rep.,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,0.0,0.0,Central African Republic,2003,Grant for national reconciliation,Central African Rep.,ChinatoAfrica,189547.0,False
"Congo, Rep.",Energy Generation and Supply,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Mindouli, Bouenza District",-4.16564,14.3811,Mindouli,2004,China gives $12 million for the restoration of Moukoukoulou Dam in the Republic of the Congo,"Congo, Rep.",ChinatoAfrica,24729529.0,False
"Congo, Rep.",Energy Generation and Supply,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,"Mindouli, Bouenza District",-3.89556,13.76361,Barrage de Moukoukoulou,2004,China gives $12 million for the restoration of Moukoukoulou Dam in the Republic of the Congo,"Congo, Rep.",ChinatoAfrica,24729529.0,False
Ghana,Government and Civil Society,Grant,ODA-like,"Unspecified Chinese Government Institution, Government Agency",Development,unknown,5.556019999999998,-0.1969,Accra,2005,Chinese grant to Ministry of Finance,Ghana,ChinatoAfrica,119847.0,False
Ghana,Government and Civil Society,Grant,OOF-like,"Unspecified Chinese Government Institution, Government Agency",Representational,unknown,5.556019999999998,-0.1969,Accra,2001,China donate USD26M in fireworks to Ghana for NPP administration celebration ,Ghana,ChinatoAfrica,59438069.0,False
